start_time,end_time,operation_kind_id,mdm_object_name,name
2023-09-26 08:00:12,2023-09-26 08:03:12,0,119,idle
2023-09-26 08:03:12,2023-09-26 08:08:11,1,119,loading
2023-09-26 08:08:11,2023-09-26 08:26:28,2,119,riding_loaded
2023-09-26 08:26:28,2023-09-26 08:26:58,3,119,unloading_lift
2023-09-26 08:27:30,2023-09-26 08:38:42,5,119,riding_empty
2023-09-26 08:38:42,2023-09-26 08:45:05,1,119,loading
2023-09-26 08:45:05,2023-09-26 08:58:53,2,119,riding_loaded
2023-09-26 08:58:53,2023-09-26 09:00:03,0,119,idle
2023-09-26 09:00:03,2023-09-26 09:02:38,2,119,riding_loaded
2023-09-26 09:02:38,2023-09-26 09:03:13,3,119,unloading_lift
2023-09-26 09:03:41,2023-09-26 09:15:15,5,119,riding_empty
2023-09-26 09:15:15,2023-09-26 09:27:57,0,119,idle
2023-09-26 09:27:57,2023-09-26 09:31:42,1,119,loading
2023-09-26 09:31:42,2023-09-26 09:47:57,2,119,riding_loaded
2023-09-26 09:47:57,2023-09-26 09:48:32,3,119,unloading_lift
2023-09-26 09:49:05,2023-09-26 09:59:15,5,119,riding_empty
2023-09-26 09:59:15,2023-09-26 10:02:59,0,119,idle
2023-09-26 10:02:59,2023-09-26 10:05:59,1,119,loading
2023-09-26 10:05:59,2023-09-26 10:22:31,2,119,riding_loaded
2023-09-26 10:22:31,2023-09-26 10:23:11,3,119,unloading_lift
2023-09-26 10:23:38,2023-09-26 10:35:15,5,119,riding_empty
2023-09-26 10:35:15,2023-09-26 10:39:00,1,119,loading
2023-09-26 10:39:00,2023-09-26 10:55:40,2,119,riding_loaded
2023-09-26 10:55:40,2023-09-26 10:56:15,3,119,unloading_lift
2023-09-26 10:56:40,2023-09-26 11:10:22,5,119,riding_empty
2023-09-26 11:10:22,2023-09-26 11:13:02,1,119,loading
2023-09-26 11:13:02,2023-09-26 11:14:36,0,119,idle
2023-09-26 11:14:36,2023-09-26 11:30:28,2,119,riding_loaded
2023-09-26 11:30:28,2023-09-26 11:30:48,3,119,unloading_lift
2023-09-26 11:31:28,2023-09-26 11:43:16,5,119,riding_empty
2023-09-26 11:43:16,2023-09-26 11:46:11,1,119,loading
2023-09-26 11:46:11,2023-09-26 12:03:11,2,119,riding_loaded
2023-09-26 12:03:11,2023-09-26 12:03:51,3,119,unloading_lift
2023-09-26 12:04:27,2023-09-26 12:14:15,5,119,riding_empty
2023-09-26 12:14:15,2023-09-26 12:16:40,0,119,idle
2023-09-26 12:16:40,2023-09-26 12:17:55,5,119,riding_empty
2023-09-26 12:17:55,2023-09-26 12:20:18,0,119,idle
2023-09-26 12:20:18,2023-09-26 12:23:03,1,119,loading
2023-09-26 12:23:03,2023-09-26 12:39:49,2,119,riding_loaded
2023-09-26 12:39:49,2023-09-26 12:40:29,3,119,unloading_lift
2023-09-26 12:41:12,2023-09-26 12:51:58,5,119,riding_empty
2023-09-26 12:51:58,2023-09-26 12:56:38,1,119,loading
2023-09-26 12:56:38,2023-09-26 13:13:54,2,119,riding_loaded
2023-09-26 13:13:54,2023-09-26 13:14:24,3,119,unloading_lift
2023-09-26 13:15:03,2023-09-26 13:40:47,0,119,idle
2023-09-26 13:40:47,2023-09-26 13:42:23,5,119,riding_empty
2023-09-26 13:42:23,2023-09-26 13:59:12,0,119,idle
2023-09-26 13:59:12,2023-09-26 14:08:51,5,119,riding_empty
2023-09-26 14:08:51,2023-09-26 14:10:25,0,119,idle
2023-09-26 14:10:25,2023-09-26 14:14:20,1,119,loading
2023-09-26 14:14:20,2023-09-26 14:30:21,2,119,riding_loaded
2023-09-26 14:30:21,2023-09-26 14:30:51,3,119,unloading_lift
2023-09-26 14:31:23,2023-09-26 14:42:51,5,119,riding_empty
2023-09-26 14:42:51,2023-09-26 14:45:36,1,119,loading
2023-09-26 14:45:36,2023-09-26 15:02:25,2,119,riding_loaded
2023-09-26 15:02:25,2023-09-26 15:03:00,3,119,unloading_lift
2023-09-26 15:03:30,2023-09-26 15:10:39,5,119,riding_empty
2023-09-26 15:10:39,2023-09-26 15:19:23,0,119,idle
2023-09-26 15:19:23,2023-09-26 15:23:47,5,119,riding_empty
2023-09-26 15:23:47,2023-09-26 15:26:02,1,119,loading
2023-09-26 15:26:02,2023-09-26 15:42:39,2,119,riding_loaded
2023-09-26 15:42:39,2023-09-26 15:43:29,3,119,unloading_lift
2023-09-26 15:43:58,2023-09-26 15:54:41,5,119,riding_empty
2023-09-26 15:54:41,2023-09-26 15:57:51,1,119,loading
2023-09-26 15:57:51,2023-09-26 16:13:57,2,119,riding_loaded
2023-09-26 16:13:57,2023-09-26 16:14:44,3,119,unloading_lift
2023-09-26 16:15:02,2023-09-26 16:26:45,5,119,riding_empty
2023-09-26 16:26:45,2023-09-26 16:30:25,1,119,loading
2023-09-26 16:30:25,2023-09-26 16:47:44,2,119,riding_loaded
2023-09-26 16:47:44,2023-09-26 16:48:14,3,119,unloading_lift
2023-09-26 16:48:47,2023-09-26 17:00:11,5,119,riding_empty
2023-09-26 17:00:11,2023-09-26 17:04:11,1,119,loading
2023-09-26 17:04:11,2023-09-26 17:21:27,2,119,riding_loaded
2023-09-26 17:21:27,2023-09-26 17:22:12,3,119,unloading_lift
2023-09-26 17:22:31,2023-09-26 17:34:26,5,119,riding_empty
2023-09-26 17:34:26,2023-09-26 17:40:06,1,119,loading
2023-09-26 17:40:06,2023-09-26 17:42:17,2,119,riding_loaded
2023-09-26 17:42:17,2023-09-26 17:45:18,0,119,idle
2023-09-26 17:45:18,2023-09-26 18:00:11,2,119,riding_loaded
2023-09-26 18:00:11,2023-09-26 18:00:41,3,119,unloading_lift
2023-09-26 18:01:23,2023-09-26 18:09:45,5,119,riding_empty
2023-09-26 18:09:45,2023-09-26 18:11:22,0,119,idle
2023-09-26 18:11:22,2023-09-26 18:15:12,5,119,riding_empty
2023-09-26 18:15:12,2023-09-26 18:19:02,1,119,loading
2023-09-26 18:19:02,2023-09-26 18:36:55,2,119,riding_loaded
2023-09-26 18:36:55,2023-09-26 18:37:35,3,119,unloading_lift
2023-09-26 18:38:05,2023-09-26 18:42:18,5,119,riding_empty
2023-09-26 18:42:18,2023-09-26 18:47:48,0,119,idle
2023-09-26 18:47:48,2023-09-26 18:59:15,5,119,riding_empty
2023-09-26 18:59:15,2023-09-26 19:03:25,1,119,loading
2023-09-26 19:03:25,2023-09-26 19:23:53,2,119,riding_loaded
2023-09-26 19:23:53,2023-09-26 19:24:33,3,119,unloading_lift
2023-09-26 19:25:09,2023-09-26 19:30:03,5,119,riding_empty
2023-09-26 19:30:03,2023-09-26 19:52:18,0,119,idle
2023-09-26 19:52:18,2023-09-26 19:59:47,5,119,riding_empty
2023-09-26 19:59:47,2023-09-26 20:00:22,0,119,idle
2023-09-26 20:00:22,2023-09-26 20:04:51,5,119,riding_empty
2023-09-26 20:04:51,2023-09-26 20:12:58,0,119,idle
2023-09-26 20:12:58,2023-09-26 20:14:47,5,119,riding_empty
2023-09-26 20:14:47,2023-09-26 20:18:37,1,119,loading
2023-09-26 20:18:37,2023-09-26 20:36:56,2,119,riding_loaded
2023-09-26 20:36:56,2023-09-26 20:37:41,3,119,unloading_lift
2023-09-26 20:37:55,2023-09-26 20:51:40,5,119,riding_empty
2023-09-26 20:51:40,2023-09-26 20:56:25,0,119,idle
2023-09-26 20:56:25,2023-09-26 20:58:10,5,119,riding_empty
2023-09-26 20:58:10,2023-09-26 21:02:15,1,119,loading
2023-09-26 21:02:15,2023-09-26 21:20:46,2,119,riding_loaded
2023-09-26 21:20:46,2023-09-26 21:21:21,3,119,unloading_lift
2023-09-26 21:21:50,2023-09-26 21:34:50,5,119,riding_empty
2023-09-26 21:34:50,2023-09-26 21:37:35,0,119,idle
2023-09-26 21:37:35,2023-09-26 21:39:34,5,119,riding_empty
2023-09-26 21:39:34,2023-09-26 21:44:04,1,119,loading
2023-09-26 21:44:04,2023-09-26 22:02:22,2,119,riding_loaded
2023-09-26 22:02:22,2023-09-26 22:02:52,3,119,unloading_lift
2023-09-26 22:03:44,2023-09-26 22:16:38,5,119,riding_empty
2023-09-26 22:16:38,2023-09-26 22:20:33,0,119,idle
2023-09-26 22:20:33,2023-09-26 22:22:56,5,119,riding_empty
2023-09-26 22:22:56,2023-09-26 22:27:21,1,119,loading
2023-09-26 22:27:21,2023-09-26 22:46:01,2,119,riding_loaded
2023-09-26 22:46:01,2023-09-26 22:46:36,3,119,unloading_lift
2023-09-26 22:47:08,2023-09-26 22:59:17,5,119,riding_empty
2023-09-26 22:59:17,2023-09-26 23:02:02,0,119,idle
2023-09-26 23:02:02,2023-09-26 23:04:03,5,119,riding_empty
2023-09-26 23:04:03,2023-09-26 23:09:09,1,119,loading
2023-09-26 23:09:09,2023-09-26 23:11:53,2,119,riding_loaded
2023-09-26 23:11:53,2023-09-26 23:12:48,0,119,idle
2023-09-26 23:12:48,2023-09-26 23:14:00,2,119,riding_loaded
2023-09-26 23:14:00,2023-09-26 23:14:30,3,119,unloading_lift
2023-09-26 23:15:03,2023-09-26 23:29:55,0,119,idle
2023-09-26 23:29:55,2023-09-26 23:31:53,5,119,riding_empty
2023-09-26 23:31:53,2023-09-26 23:36:23,1,119,loading
2023-09-26 23:36:23,2023-09-26 23:40:08,2,119,riding_loaded
2023-09-26 23:40:08,2023-09-26 23:40:47,3,119,unloading_lift
2023-09-26 23:41:19,2023-09-26 23:42:45,5,119,riding_empty
2023-09-26 23:42:45,2023-09-26 23:55:08,0,119,idle
2023-09-26 23:55:08,2023-09-26 23:56:54,5,119,riding_empty
2023-09-26 23:56:54,2023-09-27 00:01:34,1,119,loading
2023-09-27 00:01:34,2023-09-27 00:05:34,2,119,riding_loaded
2023-09-27 00:05:34,2023-09-27 00:06:09,3,119,unloading_lift
2023-09-27 00:06:37,2023-09-27 00:08:18,5,119,riding_empty
2023-09-27 00:08:18,2023-09-27 00:11:58,0,119,idle
2023-09-27 00:11:58,2023-09-27 00:14:16,5,119,riding_empty
2023-09-27 00:14:16,2023-09-27 00:19:25,1,119,loading
2023-09-27 00:19:25,2023-09-27 00:23:30,2,119,riding_loaded
2023-09-27 00:23:30,2023-09-27 00:25:17,0,119,idle
2023-09-27 00:25:17,2023-09-27 00:25:47,3,119,unloading_lift
2023-09-27 00:26:19,2023-09-27 00:28:01,5,119,riding_empty
2023-09-27 00:28:01,2023-09-27 00:39:05,0,119,idle
2023-09-27 00:39:05,2023-09-27 00:41:02,5,119,riding_empty
2023-09-27 00:41:02,2023-09-27 00:46:09,1,119,loading
2023-09-27 00:46:09,2023-09-27 00:51:06,2,119,riding_loaded
2023-09-27 00:51:06,2023-09-27 00:51:36,3,119,unloading_lift
2023-09-27 00:52:02,2023-09-27 00:53:32,5,119,riding_empty
2023-09-27 00:53:32,2023-09-27 00:55:37,0,119,idle
2023-09-27 00:55:37,2023-09-27 00:57:37,5,119,riding_empty
2023-09-27 00:57:37,2023-09-27 01:02:07,1,119,loading
2023-09-27 01:02:07,2023-09-27 01:06:07,2,119,riding_loaded
2023-09-27 01:06:07,2023-09-27 01:06:37,3,119,unloading_lift
2023-09-27 01:07:04,2023-09-27 01:09:26,5,119,riding_empty
2023-09-27 01:09:26,2023-09-27 01:12:06,0,119,idle
2023-09-27 01:12:06,2023-09-27 01:14:07,5,119,riding_empty
2023-09-27 01:14:07,2023-09-27 01:18:37,1,119,loading
2023-09-27 01:18:37,2023-09-27 01:20:47,2,119,riding_loaded
2023-09-27 01:20:47,2023-09-27 01:21:47,0,119,idle
2023-09-27 01:21:47,2023-09-27 01:23:11,2,119,riding_loaded
2023-09-27 01:23:11,2023-09-27 01:23:51,3,119,unloading_lift
2023-09-27 01:24:09,2023-09-27 01:25:36,5,119,riding_empty
2023-09-27 01:25:36,2023-09-27 01:36:20,0,119,idle
2023-09-27 01:36:20,2023-09-27 01:38:18,5,119,riding_empty
2023-09-27 01:38:18,2023-09-27 01:43:03,1,119,loading
2023-09-27 01:43:03,2023-09-27 01:45:42,2,119,riding_loaded
2023-09-27 01:45:42,2023-09-27 01:47:44,0,119,idle
2023-09-27 01:47:44,2023-09-27 01:48:19,3,119,unloading_lift
2023-09-27 01:48:48,2023-09-27 01:49:59,5,119,riding_empty
2023-09-27 01:49:59,2023-09-27 01:52:54,0,119,idle
2023-09-27 01:52:54,2023-09-27 01:55:51,5,119,riding_empty
2023-09-27 01:55:51,2023-09-27 02:00:31,1,119,loading
2023-09-27 02:00:31,2023-09-27 02:17:30,2,119,riding_loaded
2023-09-27 02:17:30,2023-09-27 02:18:10,3,119,unloading_lift
2023-09-27 02:18:36,2023-09-27 02:22:14,5,119,riding_empty
2023-09-27 02:22:14,2023-09-27 02:36:29,0,119,idle
2023-09-27 02:36:29,2023-09-27 02:45:07,5,119,riding_empty
2023-09-27 02:45:07,2023-09-27 02:51:00,0,119,idle
2023-09-27 02:51:00,2023-09-27 02:53:11,5,119,riding_empty
2023-09-27 02:53:11,2023-09-27 02:57:46,1,119,loading
2023-09-27 02:57:46,2023-09-27 03:14:19,2,119,riding_loaded
2023-09-27 03:14:19,2023-09-27 03:15:04,3,119,unloading_lift
2023-09-27 03:15:20,2023-09-27 03:26:41,5,119,riding_empty
2023-09-27 03:26:41,2023-09-27 03:29:41,0,119,idle
2023-09-27 03:29:41,2023-09-27 03:31:43,5,119,riding_empty
2023-09-27 03:31:43,2023-09-27 03:35:48,1,119,loading
2023-09-27 03:35:48,2023-09-27 03:54:31,2,119,riding_loaded
2023-09-27 03:54:31,2023-09-27 03:55:01,3,119,unloading_lift
2023-09-27 03:55:39,2023-09-27 03:57:58,5,119,riding_empty
2023-09-27 03:57:58,2023-09-27 04:28:14,0,119,idle
2023-09-27 04:28:14,2023-09-27 04:40:01,5,119,riding_empty
2023-09-27 04:40:01,2023-09-27 04:43:21,1,119,loading
2023-09-27 04:43:21,2023-09-27 05:01:34,2,119,riding_loaded
2023-09-27 05:01:34,2023-09-27 05:02:24,3,119,unloading_lift
2023-09-27 05:02:42,2023-09-27 05:12:47,5,119,riding_empty
2023-09-27 05:12:47,2023-09-27 05:13:07,0,119,idle
2023-09-27 05:13:07,2023-09-27 05:15:54,5,119,riding_empty
2023-09-27 05:15:54,2023-09-27 05:19:14,1,119,loading
2023-09-27 05:19:14,2023-09-27 05:37:05,2,119,riding_loaded
2023-09-27 05:37:05,2023-09-27 05:37:35,3,119,unloading_lift
2023-09-27 05:38:06,2023-09-27 05:51:40,5,119,riding_empty
2023-09-27 05:51:40,2023-09-27 05:55:15,1,119,loading
2023-09-27 05:55:15,2023-09-27 06:14:35,2,119,riding_loaded
2023-09-27 06:14:35,2023-09-27 06:15:10,3,119,unloading_lift
2023-09-27 06:15:39,2023-09-27 06:24:47,5,119,riding_empty
2023-09-27 06:24:47,2023-09-27 06:25:32,0,119,idle
2023-09-27 06:25:32,2023-09-27 06:29:03,5,119,riding_empty
2023-09-27 06:29:03,2023-09-27 06:32:48,1,119,loading
2023-09-27 06:32:48,2023-09-27 06:35:25,2,119,riding_loaded
2023-09-27 06:35:25,2023-09-27 06:37:18,0,119,idle
2023-09-27 06:37:18,2023-09-27 06:51:58,2,119,riding_loaded
2023-09-27 06:51:58,2023-09-27 06:52:33,3,119,unloading_lift
